,seen_m1,seen_m2,seen_m3,seen_m4,seen_m5,seen_m6,rate_m1,rate_m2,rate_m3,rate_m4,rate_m5,rate_m6,rate_han,rate_luke,rate_leia,rate_anakin,rate_obiwan,rate_palpatine,rate_vader,rate_lando,rate_boba,rate_c3p0,rate_r2d2,rate_jarjar,rate_padme,rate_yoda,house_income,edu,seen_any_Yes,fan_sw_No,fan_sw_Yes,shot_first_Greedo,shot_first_Han,shot_first_idk,know_eu_No,know_eu_Yes,fan_eu_No,fan_eu_Yes,fan_st_No,fan_st_Yes,gender_Female,gender_Male,region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,age_min
679,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,1.0,2,2,2,0,2,0,2,2,2,2,2,2,0,2,1.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,30.0
680,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,4.0,3.0,2,2,2,1,2,0,1,1,-1,2,-1,1,0,2,1.0,19.0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,60.0
681,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,1.0,2,2,2,0,2,0,-2,2,0,2,2,0,1,2,1.0,19.0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,45.0
683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,2,2,0,0,0,-2,0,0,2,2,1,0,1,0.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,60.0
685,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,2,2,2,2,0,0,0,-1,2,2,-1,0,2,1.0,16.0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,45.0
686,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,2.0,1.0,3.0,2,2,2,0,1,-2,0,1,0,1,1,-2,0,2,1.0,19.0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,45.0
687,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,6.0,1.0,2.0,3.0,2,2,2,1,2,1,1,0,1,2,2,1,2,2,1.0,16.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,18.0
689,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,6.0,3.0,2,1,0,0,1,0,1,0,0,1,1,0,0,1,0.0,14.0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,45.0
691,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,1.0,3.0,0,2,2,1,2,-2,-1,1,0,0,0,0,1,2,1.0,16.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,45.0
692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,60.0
694,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,1.0,2.0,3.0,2,2,2,2,2,2,2,1,0,2,2,-2,2,2,1.0,14.0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,45.0
695,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,2.0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,60.0
696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,0,0,1,-1,1,0,-2,0,0,2,2,1,1,2,0.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,18.0
698,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,2.0,4.0,3.0,1.0,2,2,2,2,2,1,2,0,0,2,0,0,2,2,0.0,12.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30.0
700,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,3.0,2.0,1.0,2,2,2,1,2,2,2,2,2,0,0,-2,0,2,1.0,19.0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,30.0
701,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,6.0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,30.0
702,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,1.0,4.0,2.0,1,2,2,0,1,-2,-2,0,1,2,2,1,0,2,1.0,14.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,45.0
703,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,6.0,2.0,1.0,3.0,2,2,2,-2,1,0,0,-2,0,-1,-1,-2,0,1,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,30.0
704,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,6.0,3.0,1.0,2.0,2,2,2,0,1,-1,-1,1,0,1,1,1,1,2,0.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,60.0
705,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,3.0,1.0,2.0,2,2,2,0,2,2,2,2,2,2,2,-2,-1,2,0.0,19.0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,30.0
706,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,2.0,3.0,4.0,2,1,1,1,2,1,2,0,0,-1,2,-1,1,2,0.0,19.0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,18.0
711,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,2.0,1.0,3.0,2,2,2,-1,1,1,2,2,1,2,2,-2,0,2,1.0,19.0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,30.0
712,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,2,1,1,2,-1,-2,0,0,1,2,0,0,2,1.0,16.0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,60.0
713,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,1.0,2.0,3.0,2,2,2,-2,2,2,2,2,2,2,2,-2,0,2,1.0,16.0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,30.0
714,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,2,2,2,2,0,0,2,2,2,2,2,1.0,19.0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,45.0
715,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,2.0,1.0,4.0,2,2,2,1,2,2,2,2,0,1,1,-1,2,2,1.0,9.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,30.0
716,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,1,2,0,1,0,-2,0,0,1,1,0,0,1,1.0,19.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,45.0
717,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,1,1,1,1,1,0,1,1,-1,0,0,-1,0,1,0.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,45.0
718,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,2.0,1.0,2,2,2,1,2,0,1,0,0,1,1,-1,1,1,1.0,14.0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,60.0
719,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,2.0,4.0,2,2,2,1,2,0,2,0,0,2,2,-2,-2,2,1.0,14.0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,60.0
721,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,2.0,1.0,2,1,2,1,2,0,2,0,1,2,2,-2,0,2,1.0,16.0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,45.0
722,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,1.0,3.0,2,2,2,0,2,0,-2,0,0,2,2,0,0,1,1.0,16.0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,45.0
724,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,1.0,2.0,2,2,2,1,1,0,0,0,0,1,1,0,0,2,0.0,16.0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,60.0
725,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,3.0,2.0,1.0,2,2,2,-2,2,-2,2,1,-1,1,2,-2,-2,2,1.0,19.0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,30.0
728,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,6.0,1.0,2.0,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,18.0
731,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,6.0,3.0,4.0,2,1,2,2,2,2,2,1,2,2,2,-1,2,2,0.0,14.0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,18.0
732,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,5.0,1.0,2.0,2,2,2,1,2,0,2,2,0,2,2,-1,-1,2,1.0,19.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,60.0
735,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,4.0,1.0,2.0,2,2,2,2,2,2,2,0,2,2,2,-2,-1,2,1.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,60.0
739,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,1.0,3.0,2.0,2,2,2,1,2,-2,2,1,1,2,2,-1,0,2,0.0,14.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,30.0
741,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,14.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,60.0
742,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,1.0,2.0,3.0,2,2,2,-1,2,1,2,-1,1,1,1,-2,2,2,0.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,30.0
743,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,14.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,60.0
745,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,1.0,3.0,2,2,2,1,2,1,2,1,2,2,2,-1,1,1,1.0,14.0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,30.0
750,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,2,2,2,2,2,1,-1,0,0,2,2,0,2,2,1.0,16.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,30.0
751,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,1.0,2.0,3.0,2,2,2,1,2,0,1,1,0,2,2,2,1,2,0.0,19.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,45.0
752,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0,3.0,6.0,2,2,2,2,2,0,-1,1,0,1,1,0,2,2,1.0,14.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,45.0
753,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,0,2,0,-2,2,0,2,2,0,0,2,1.0,16.0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,30.0
754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,0,2,0,1,2,0,-2,0,0,2,2,0,0,2,1.0,19.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,30.0
755,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,2,2,0,2,2,2,2,2,-1,2,2,1.0,14.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,30.0
756,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,3.0,4.0,2,2,2,0,2,0,2,0,0,2,2,0,0,2,0.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,60.0
761,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,2,2,1,2,0,-2,0,-2,2,2,-2,1,2,1.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,45.0
762,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,14.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,60.0
763,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,5.0,3.0,1.0,2,2,2,-1,2,0,-2,2,-2,2,2,0,0,2,0.0,14.0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,60.0
766,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,1.0,4.0,5.0,1,0,1,0,1,0,1,0,1,1,1,-2,1,1,1.0,14.0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,30.0
768,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,1.0,2.0,3.0,2,2,2,2,2,2,2,1,0,2,2,-2,1,1,1.0,19.0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,45.0
770,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0,12.0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,30.0
773,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,5.0,1.0,4.0,2,2,2,1,2,1,1,1,-1,0,0,0,0,-1,0.0,19.0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,60.0
774,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,-1,2,0,-2,-1,-1,2,2,-1,1,2,0.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,30.0
776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,2,2,0,2,0,-2,0,0,2,2,0,0,2,0.0,14.0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,60.0
778,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,1.0,1,2,2,0,2,-2,1,1,-1,2,2,-2,0,2,1.0,19.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,60.0
779,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,1.0,2.0,3.0,2,2,2,2,-2,-2,0,2,-1,2,2,-1,2,2,1.0,14.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,60.0
780,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,1,2,0,2,1,0,2,2,0,0,2,1.0,19.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,60.0
781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,6.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,16.0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,60.0
783,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,1.0,2.0,3.0,2,2,2,2,2,-2,-2,0,-2,2,2,-1,2,2,1.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,30.0
785,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,2.0,1.0,4.0,2,2,2,2,2,1,2,0,0,2,2,0,2,2,0.0,14.0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,18.0
787,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,3.0,2.0,1,2,2,0,2,-2,-2,1,0,2,2,2,2,2,1.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,45.0
788,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,3.0,4.0,2,2,2,0,2,-1,-2,0,-1,1,1,1,0,2,0.0,14.0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,18.0
789,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,3.0,2.0,2,2,2,2,2,1,2,2,2,2,2,0,1,2,0.0,14.0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,45.0
790,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,2.0,1.0,3.0,2,2,2,-2,2,2,2,2,1,1,1,-2,0,2,1.0,19.0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,60.0
791,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,1.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,45.0
793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,5.0,4.0,1,1,1,-2,1,-2,-1,0,0,1,1,1,1,2,0.0,16.0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,30.0
794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,2.0,3.0,2,2,2,2,2,0,2,1,0,2,2,0,0,2,1.0,16.0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,60.0
797,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,2.0,1.0,5.0,1,0,2,1,2,1,2,0,0,1,2,-2,0,2,1.0,19.0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,30.0
798,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,2.0,1.0,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1.0,19.0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,45.0
800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,1,1,1,1,0,1,0,0,0,1,0,0,1,1.0,16.0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,45.0
803,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,5.0,1.0,2.0,2,2,2,1,2,0,-1,0,0,2,2,0,0,2,0.0,19.0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,60.0
805,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,4.0,5.0,1,2,1,1,1,1,2,1,2,1,1,-2,2,2,1.0,19.0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,45.0
809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,0,2,2,0,2,0,-2,-1,-1,1,1,-1,-2,0,0.0,12.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,60.0
810,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,2.0,1.0,2,2,2,2,2,0,2,-1,-1,2,2,0,0,2,1.0,14.0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,60.0
811,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,1,1,1,-1,1,-2,-1,0,0,1,1,-2,1,2,0.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,30.0
813,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,3.0,2.0,2,2,2,1,2,-2,-1,0,-1,0,0,-2,-1,1,0.0,16.0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,60.0
814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,2.0,3.0,2,2,2,2,2,0,2,0,0,2,2,0,0,2,0.0,14.0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,60.0
819,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,1.0,2.0,2,2,2,1,2,0,2,0,0,2,2,0,-1,2,1.0,14.0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,45.0
820,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,2,2,1,2,2,0,2,2,2,2,2,1.0,12.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,45.0
827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,1,1,1,1,1,0,-1,-1,0,1,1,1,0,1,1.0,16.0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,45.0
828,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,6.0,3.0,1.0,2,2,2,1,0,0,-1,0,-1,2,2,2,0,2,1.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,30.0
829,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,1,1,1,1,2,0,-2,0,-2,1,1,-2,0,1,0.0,16.0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,45.0
831,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,1.0,3.0,2.0,2,1,1,1,2,2,2,-1,2,1,2,-1,-1,2,0.0,19.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,30.0
833,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,5.0,3.0,1.0,4.0,2,1,2,-1,2,1,1,0,1,0,0,-2,-1,1,0.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,30.0
834,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,1,2,1,2,1,2,1,-2,2,2,0,0,2,0.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,60.0
835,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,3.0,2.0,2,2,2,0,-2,-2,-2,2,-2,2,2,1,1,2,1.0,12.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,45.0
836,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,2.0,1.0,3.0,2,2,2,1,2,-1,-1,1,0,2,1,1,2,2,1.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,45.0
837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,6.0,3.0,2,2,2,2,2,0,2,0,0,2,2,0,1,2,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,60.0
840,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,2.0,1.0,3.0,2,2,2,1,2,-2,0,2,1,2,2,-2,1,2,1.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,30.0
846,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,1.0,2.0,3.0,2,1,1,0,2,0,1,1,0,1,2,-2,0,2,1.0,16.0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,30.0
847,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,1.0,3.0,2.0,2,2,2,1,2,0,2,1,1,2,2,-1,-2,2,1.0,19.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,30.0
848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,14.0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,30.0
849,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,6.0,3.0,2,2,2,1,2,0,1,0,0,2,2,0,0,0,1.0,16.0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,45.0
850,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,1.0,2.0,3.0,1,2,2,-1,1,1,2,0,1,2,2,-1,0,2,0.0,16.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,18.0
